customer_id,geography,employment_type,monthly_income_inr,bureau_band,cashflow_consistency,balance_volatility,spending_shock_flag
C117496,Tier-3,Informal,20000,Thin-file,0.182,0.735,1
C117497,Tier-3,Salaried,35700,Prime,0.722,0.373,0
C117498,Metro,Self-employed,47100,Subprime,0.559,0.43,0
C117499,Metro,Gig,44300,Near-prime,0.704,0.49,0
C117500,Tier-2,Self-employed,12100,Thin-file,0.72,0.338,0
C117501,Tier-3,Self-employed,28200,Prime,0.98,0.05,0
C117502,Metro,Self-employed,25400,Near-prime,0.634,0.5,1
C117503,Tier-2,Informal,10800,Thin-file,0.438,0.501,0
C117504,Metro,Self-employed,37800,Near-prime,0.604,0.5,0
C117505,Tier-2,Self-employed,34900,Thin-file,0.624,0.352,0
C117506,Tier-2,Self-employed,43300,Prime,0.638,0.446,0
C117507,Metro,Salaried,57900,Prime,0.697,0.168,0
C117508,Tier-3,Self-employed,19900,Subprime,0.597,0.281,0
C117509,Metro,Salaried,43500,Near-prime,0.707,0.46,0
C117510,Tier-3,Self-employed,55100,Subprime,0.626,0.52,0
C117511,Metro,Self-employed,89000,Near-prime,0.847,0.265,0
C117512,Tier-2,Gig,20200,Thin-file,0.679,0.478,0
C117513,Metro,Gig,30100,Subprime,0.925,0.077,0
C117514,Tier-2,Self-employed,23100,Prime,0.645,0.326,0
C117515,Metro,Self-employed,68300,Prime,0.796,0.181,0
C117516,Tier-2,Salaried,108300,Prime,0.753,0.252,0
C117517,Metro,Salaried,37400,Thin-file,0.857,0.311,0
C117518,Tier-2,Salaried,64800,Thin-file,0.758,0.257,0
C117519,Tier-3,Salaried,44400,Near-prime,0.98,0.05,0
C117520,Tier-2,Gig,21500,Thin-file,0.519,0.582,0
C117521,Tier-2,Informal,13900,Prime,0.378,0.613,0
C117522,Tier-2,Self-employed,105400,Subprime,0.665,0.392,0
C117523,Tier-2,Salaried,53900,Near-prime,0.726,0.42,0
C117524,Tier-3,Salaried,49100,Near-prime,0.98,0.061,0
C117525,Tier-2,Salaried,34700,Prime,0.834,0.24,1
C117526,Tier-3,Gig,19900,Subprime,0.799,0.331,1
C117527,Tier-3,Self-employed,16700,Prime,0.66,0.465,0
C117528,Tier-2,Gig,32600,Prime,0.561,0.419,0
C117529,Tier-2,Salaried,32300,Prime,0.825,0.148,0
C117530,Tier-2,Self-employed,21800,Prime,0.664,0.291,0
C117531,Tier-2,Self-employed,23500,Prime,0.716,0.354,0
C117532,Metro,Salaried,140800,Prime,0.855,0.176,0
C117533,Metro,Gig,25200,Subprime,0.433,0.664,1
C117534,Metro,Gig,34100,Near-prime,0.536,0.382,0
C117535,Tier-3,Salaried,18600,Thin-file,0.754,0.223,1
C117536,Tier-2,Salaried,35100,Thin-file,0.727,0.418,0
C117537,Metro,Self-employed,23200,Prime,0.426,0.6,0
C117538,Tier-2,Informal,22400,Subprime,0.284,0.747,1
C117539,Tier-3,Informal,10500,Thin-file,0.414,0.506,0
C117540,Tier-3,Salaried,45700,Prime,0.749,0.388,0
C117541,Metro,Gig,12900,Subprime,0.714,0.42,0
C117542,Metro,Gig,21700,Near-prime,0.454,0.628,1
C117543,Metro,Gig,49000,Prime,0.334,0.6,0
C117544,Tier-2,Salaried,76100,Prime,0.622,0.516,0
C117545,Metro,Informal,23700,Near-prime,0.444,0.413,0
C117546,Metro,Gig,24200,Thin-file,0.63,0.415,0
C117547,Tier-3,Self-employed,30400,Near-prime,0.754,0.268,0
C117548,Tier-2,Salaried,96100,Prime,0.763,0.424,0
C117549,Metro,Salaried,42200,Near-prime,0.98,0.172,0
C117550,Tier-2,Salaried,38200,Near-prime,0.719,0.553,0
C117551,Metro,Gig,18000,Near-prime,0.369,0.561,0
C117552,Tier-2,Gig,17100,Near-prime,0.471,0.664,1
C117553,Tier-2,Informal,23100,Thin-file,0.304,0.783,0
C117554,Metro,Self-employed,64300,Thin-file,0.572,0.425,0
C117555,Metro,Informal,27100,Subprime,0.421,0.591,0
C117556,Tier-3,Gig,28100,Near-prime,0.734,0.465,0
C117557,Tier-3,Salaried,20300,Prime,0.653,0.39,0
C117558,Metro,Salaried,29000,Prime,0.98,0.05,0
C117559,Tier-2,Gig,33100,Thin-file,0.569,0.597,1
C117560,Metro,Self-employed,34700,Near-prime,0.875,0.257,0
C117561,Tier-3,Salaried,18800,Thin-file,0.898,0.177,0
C117562,Tier-3,Gig,21200,Near-prime,0.452,0.481,0
C117563,Tier-2,Salaried,39700,Thin-file,0.742,0.095,0
C117564,Tier-2,Self-employed,31700,Thin-file,0.604,0.674,1
C117565,Tier-2,Informal,38700,Thin-file,0.407,0.613,0
C117566,Metro,Salaried,110600,Prime,0.98,0.276,0
C117567,Tier-2,Salaried,58800,Thin-file,0.736,0.356,0
C117568,Metro,Self-employed,52200,Near-prime,0.379,0.742,0
C117569,Tier-2,Gig,43100,Thin-file,0.492,0.429,0
C117570,Tier-2,Salaried,41000,Prime,0.752,0.496,1
C117571,Metro,Self-employed,39500,Prime,0.59,0.456,0
C117572,Tier-2,Self-employed,26600,Thin-file,0.631,0.427,0
C117573,Tier-3,Gig,13600,Thin-file,0.557,0.576,1
C117574,Tier-2,Gig,35200,Thin-file,0.72,0.221,0
C117575,Tier-2,Salaried,19400,Prime,0.853,0.359,0
C117576,Tier-3,Salaried,24400,Near-prime,0.505,0.431,1
C117577,Metro,Salaried,40600,Near-prime,0.636,0.443,0
C117578,Tier-2,Salaried,20300,Prime,0.736,0.33,0
C117579,Tier-2,Salaried,32000,Prime,0.87,0.325,0
C117580,Metro,Gig,30100,Near-prime,0.565,0.328,0
C117581,Tier-3,Gig,30700,Near-prime,0.385,0.56,1
C117582,Tier-2,Salaried,30400,Near-prime,0.865,0.217,0
C117583,Metro,Gig,30200,Prime,0.599,0.249,0
C117584,Metro,Self-employed,22000,Near-prime,0.763,0.088,0
C117585,Tier-3,Gig,11200,Subprime,0.458,0.499,0
C117586,Tier-3,Gig,9000,Subprime,0.614,0.427,0
C117587,Metro,Salaried,73900,Near-prime,0.816,0.079,0
C117588,Tier-2,Self-employed,29800,Prime,0.422,0.667,0
C117589,Metro,Salaried,52500,Thin-file,0.89,0.238,0
C117590,Tier-2,Informal,24000,Near-prime,0.459,0.43,0
C117591,Tier-2,Salaried,54900,Near-prime,0.863,0.268,0
C117592,Metro,Self-employed,106100,Thin-file,0.334,0.779,0
C117593,Tier-2,Salaried,37500,Near-prime,0.761,0.312,0
C117594,Tier-3,Salaried,23200,Subprime,0.699,0.497,0
C117595,Metro,Salaried,65100,Subprime,0.935,0.197,1
C117596,Metro,Gig,83600,Thin-file,0.486,0.582,1
C117597,Tier-3,Salaried,25000,Prime,0.787,0.263,0
C117598,Metro,Salaried,33300,Thin-file,0.754,0.36,0
C117599,Tier-2,Salaried,12100,Thin-file,0.831,0.215,0
C117600,Tier-2,Salaried,15100,Prime,0.785,0.35,0
C117601,Metro,Salaried,90100,Prime,0.71,0.454,1
C117602,Metro,Self-employed,39800,Near-prime,0.686,0.398,0
C117603,Metro,Self-employed,25800,Thin-file,0.619,0.4,0
C117604,Metro,Informal,23700,Subprime,0.394,0.567,0
C117605,Tier-2,Self-employed,111400,Near-prime,0.569,0.522,0
C117606,Tier-3,Salaried,31900,Prime,0.889,0.306,0
C117607,Metro,Gig,68300,Thin-file,0.566,0.562,0
C117608,Tier-2,Salaried,25000,Near-prime,0.607,0.251,0
C117609,Tier-2,Gig,44700,Prime,0.516,0.643,0
C117610,Metro,Self-employed,33400,Thin-file,0.821,0.178,0
C117611,Tier-2,Salaried,27000,Prime,0.696,0.39,0
C117612,Metro,Informal,15500,Subprime,0.469,0.496,1
C117613,Tier-2,Self-employed,29900,Thin-file,0.498,0.53,0
C117614,Metro,Gig,44800,Thin-file,0.47,0.353,0
C117615,Tier-2,Self-employed,27800,Prime,0.597,0.419,0
C117616,Tier-3,Self-employed,46700,Thin-file,0.7,0.245,0
C117617,Metro,Salaried,34400,Prime,0.712,0.163,0
C117618,Tier-3,Salaried,30700,Thin-file,0.98,0.247,0
C117619,Metro,Gig,22700,Subprime,0.39,0.627,0
C117620,Metro,Salaried,107500,Prime,0.82,0.411,0
C117621,Metro,Self-employed,54300,Prime,0.426,0.604,0
C117622,Tier-3,Salaried,36200,Prime,0.798,0.29,0
C117623,Tier-2,Self-employed,30500,Prime,0.761,0.32,0
C117624,Tier-3,Salaried,24500,Thin-file,0.824,0.161,0
C117625,Tier-2,Salaried,24300,Prime,0.623,0.477,1
C117626,Tier-2,Self-employed,62600,Near-prime,0.884,0.358,0
C117627,Tier-3,Gig,9400,Near-prime,0.656,0.437,0
C117628,Tier-3,Informal,13500,Subprime,0.407,0.61,0
C117629,Tier-3,Salaried,47400,Prime,0.794,0.282,0
C117630,Tier-2,Self-employed,16300,Thin-file,0.643,0.48,1
C117631,Tier-3,Salaried,34600,Prime,0.579,0.438,0
C117632,Metro,Self-employed,29100,Near-prime,0.526,0.493,0
C117633,Tier-3,Salaried,32300,Near-prime,0.783,0.232,0
C117634,Tier-3,Salaried,29600,Prime,0.961,0.124,0
C117635,Tier-2,Self-employed,12500,Near-prime,0.534,0.64,0
C117636,Metro,Salaried,63400,Prime,0.754,0.307,0
C117637,Metro,Salaried,30500,Thin-file,0.9,0.208,0
C117638,Tier-3,Gig,15100,Thin-file,0.607,0.483,0
C117639,Tier-3,Gig,19800,Thin-file,0.704,0.124,0
C117640,Tier-2,Self-employed,40900,Prime,0.716,0.307,0
C117641,Tier-3,Salaried,39000,Near-prime,0.823,0.05,0
C117642,Tier-2,Salaried,54500,Thin-file,0.824,0.124,0
C117643,Tier-3,Salaried,10500,Subprime,0.95,0.05,0
C117644,Metro,Gig,35900,Prime,0.439,0.595,0
C117645,Metro,Gig,29000,Prime,0.62,0.359,0
C117646,Tier-2,Salaried,29800,Prime,0.724,0.342,0
C117647,Metro,Self-employed,48400,Near-prime,0.573,0.539,1
C117648,Tier-2,Salaried,57800,Prime,0.81,0.195,0
C117649,Tier-3,Gig,13000,Near-prime,0.521,0.461,0
C117650,Metro,Salaried,89400,Near-prime,0.707,0.342,0
C117651,Tier-2,Gig,38800,Subprime,0.5,0.594,0
C117652,Metro,Gig,34100,Thin-file,0.514,0.438,0
C117653,Tier-3,Salaried,18400,Near-prime,0.852,0.107,0
C117654,Metro,Gig,76100,Thin-file,0.522,0.62,0
C117655,Tier-2,Gig,26300,Prime,0.575,0.551,0
C117656,Tier-2,Self-employed,36900,Near-prime,0.668,0.484,1
C117657,Tier-2,Salaried,40200,Near-prime,0.706,0.402,0
C117658,Metro,Salaried,61000,Thin-file,0.827,0.182,0
C117659,Metro,Salaried,72200,Near-prime,0.459,0.397,0
C117660,Metro,Self-employed,42600,Subprime,0.871,0.183,0
C117661,Metro,Salaried,27200,Thin-file,0.98,0.237,0
C117662,Metro,Gig,46000,Near-prime,0.546,0.527,0
C117663,Tier-2,Self-employed,23900,Subprime,0.54,0.458,0
C117664,Metro,Self-employed,27400,Thin-file,0.684,0.19,0
C117665,Metro,Informal,23000,Thin-file,0.279,0.607,1
C117666,Metro,Self-employed,35100,Near-prime,0.798,0.218,0
C117667,Tier-2,Salaried,45300,Near-prime,0.849,0.185,0
C117668,Tier-2,Informal,24500,Near-prime,0.359,0.622,0
C117669,Tier-2,Self-employed,28000,Near-prime,0.466,0.653,0
C117670,Tier-2,Self-employed,36500,Near-prime,0.309,0.684,0
C117671,Tier-2,Salaried,30700,Prime,0.839,0.096,0
C117672,Tier-2,Self-employed,48800,Thin-file,0.416,0.736,0
C117673,Metro,Gig,36000,Thin-file,0.468,0.593,0
C117674,Tier-2,Self-employed,47700,Thin-file,0.615,0.416,0
C117675,Metro,Salaried,41900,Prime,0.711,0.253,0
C117676,Tier-3,Informal,17800,Prime,0.272,0.662,1
C117677,Tier-2,Self-employed,43500,Subprime,0.626,0.293,0
C117678,Tier-2,Gig,32400,Near-prime,0.523,0.534,0
C117679,Tier-2,Salaried,51400,Near-prime,0.763,0.319,0
C117680,Tier-3,Self-employed,27300,Near-prime,0.843,0.11,0
C117681,Tier-2,Informal,11300,Thin-file,0.697,0.292,0
C117682,Tier-2,Gig,29000,Subprime,0.497,0.51,0
C117683,Tier-3,Salaried,39100,Prime,0.89,0.098,0
C117684,Tier-2,Gig,14100,Near-prime,0.459,0.505,0
C117685,Tier-2,Salaried,55900,Thin-file,0.586,0.498,0
C117686,Metro,Salaried,51000,Prime,0.83,0.156,0
C117687,Metro,Salaried,44900,Prime,0.599,0.468,0
C117688,Tier-3,Salaried,35100,Prime,0.922,0.103,0
C117689,Metro,Salaried,72300,Prime,0.773,0.258,0
C117690,Metro,Self-employed,86800,Prime,0.58,0.405,0
C117691,Metro,Gig,28200,Subprime,0.39,0.489,1
C117692,Tier-3,Salaried,28700,Subprime,0.778,0.211,0
C117693,Tier-2,Self-employed,45400,Prime,0.569,0.452,0
C117694,Tier-2,Self-employed,18900,Subprime,0.412,0.61,0
C117695,Tier-3,Informal,23300,Prime,0.42,0.528,1
C117696,Metro,Gig,15700,Thin-file,0.518,0.442,0
C117697,Tier-3,Informal,9000,Near-prime,0.511,0.608,0
C117698,Tier-2,Gig,46600,Near-prime,0.452,0.456,1
C117699,Tier-2,Self-employed,13500,Prime,0.606,0.527,1
C117700,Tier-3,Salaried,57400,Near-prime,0.72,0.212,0
C117701,Tier-3,Gig,39000,Thin-file,0.459,0.636,0
C117702,Metro,Gig,33600,Subprime,0.471,0.587,0
C117703,Metro,Salaried,62500,Thin-file,0.813,0.05,0
C117704,Tier-3,Salaried,15700,Prime,0.734,0.514,0
C117705,Tier-2,Self-employed,27700,Near-prime,0.578,0.633,0
C117706,Tier-2,Salaried,44900,Prime,0.908,0.05,0
C117707,Metro,Informal,27400,Near-prime,0.455,0.659,0
C117708,Tier-3,Salaried,38900,Near-prime,0.893,0.093,0
C117709,Tier-2,Salaried,44300,Near-prime,0.576,0.328,1
C117710,Tier-3,Salaried,32200,Prime,0.98,0.05,0
C117711,Tier-2,Self-employed,19900,Prime,0.659,0.391,0
C117712,Tier-3,Gig,22700,Near-prime,0.502,0.528,0
C117713,Tier-2,Self-employed,20700,Prime,0.717,0.39,0
C117714,Tier-2,Salaried,32400,Near-prime,0.98,0.115,0
C117715,Tier-2,Informal,35500,Subprime,0.338,0.758,0
C117716,Tier-2,Salaried,18900,Prime,0.523,0.643,0
C117717,Tier-2,Salaried,36100,Thin-file,0.808,0.251,0
C117718,Metro,Salaried,70300,Near-prime,0.575,0.436,0
C117719,Tier-2,Self-employed,46000,Prime,0.488,0.574,1
C117720,Tier-2,Self-employed,39600,Prime,0.887,0.349,0
C117721,Metro,Self-employed,31700,Prime,0.476,0.581,0
C117722,Tier-2,Salaried,68900,Near-prime,0.607,0.338,0
C117723,Metro,Gig,16600,Near-prime,0.611,0.396,0
C117724,Metro,Salaried,65000,Prime,0.877,0.117,0
C117725,Tier-2,Salaried,40900,Thin-file,0.959,0.176,0
C117726,Metro,Gig,20300,Thin-file,0.329,0.635,1
C117727,Tier-3,Self-employed,24200,Near-prime,0.578,0.484,0
C117728,Tier-3,Informal,35800,Thin-file,0.536,0.569,0
C117729,Tier-2,Self-employed,20500,Prime,0.562,0.616,0
C117730,Tier-2,Salaried,17300,Subprime,0.958,0.06,0
C117731,Metro,Informal,17700,Thin-file,0.389,0.744,0
C117732,Tier-3,Self-employed,34700,Thin-file,0.58,0.545,0
C117733,Metro,Self-employed,81700,Near-prime,0.574,0.349,0
C117734,Tier-3,Salaried,32300,Thin-file,0.931,0.115,0
C117735,Tier-3,Salaried,15300,Prime,0.83,0.222,0
C117736,Metro,Informal,24700,Subprime,0.401,0.911,0
C117737,Tier-2,Informal,27900,Thin-file,0.345,0.796,1
C117738,Tier-2,Informal,21900,Subprime,0.466,0.65,0
C117739,Tier-2,Gig,28900,Near-prime,0.569,0.334,0
C117740,Metro,Self-employed,18500,Subprime,0.651,0.358,0
C117741,Tier-2,Self-employed,18900,Near-prime,0.621,0.227,0
C117742,Metro,Salaried,44800,Near-prime,0.818,0.05,0
C117743,Tier-3,Gig,32200,Subprime,0.437,0.606,1
C117744,Tier-2,Gig,16200,Prime,0.542,0.412,0
C117745,Tier-2,Gig,25400,Thin-file,0.501,0.521,0
C117746,Tier-3,Salaried,34400,Prime,0.644,0.473,0
C117747,Tier-2,Salaried,23900,Near-prime,0.785,0.154,0
C117748,Tier-2,Gig,16600,Near-prime,0.523,0.559,0
C117749,Tier-2,Informal,18700,Near-prime,0.283,0.813,0
C117750,Tier-2,Self-employed,29300,Near-prime,0.739,0.354,0
C117751,Metro,Salaried,68800,Near-prime,0.721,0.398,0
C117752,Tier-3,Informal,13100,Subprime,0.455,0.639,0
C117753,Metro,Gig,43000,Prime,0.422,0.641,0
C117754,Tier-2,Self-employed,29400,Near-prime,0.598,0.375,0
C117755,Tier-3,Informal,16000,Thin-file,0.729,0.25,0
C117756,Tier-2,Self-employed,49500,Subprime,0.682,0.11,0
C117757,Tier-3,Self-employed,27500,Near-prime,0.588,0.613,0
C117758,Metro,Gig,23800,Near-prime,0.366,0.92,0
C117759,Metro,Self-employed,41700,Prime,0.572,0.437,0
C117760,Tier-2,Salaried,57100,Prime,0.718,0.333,1
C117761,Tier-2,Salaried,44300,Prime,0.831,0.305,0
C117762,Tier-3,Gig,9000,Near-prime,0.433,0.641,1
C117763,Tier-2,Salaried,27600,Thin-file,0.877,0.162,0
C117764,Metro,Informal,17100,Near-prime,0.421,0.665,0
C117765,Metro,Self-employed,56000,Near-prime,0.434,0.808,1
C117766,Tier-2,Self-employed,14600,Near-prime,0.758,0.286,0
C117767,Tier-2,Salaried,43300,Near-prime,0.73,0.358,0
C117768,Metro,Self-employed,57300,Near-prime,0.517,0.488,0
C117769,Tier-2,Salaried,50800,Near-prime,0.773,0.278,0
C117770,Tier-3,Gig,18600,Near-prime,0.57,0.572,0
C117771,Tier-2,Salaried,18500,Prime,0.711,0.334,0
C117772,Tier-2,Self-employed,30800,Prime,0.703,0.261,0
C117773,Metro,Gig,56000,Near-prime,0.4,0.484,0
C117774,Tier-3,Self-employed,22100,Near-prime,0.77,0.189,0
C117775,Metro,Gig,77000,Thin-file,0.311,0.887,0
C117776,Tier-2,Gig,33400,Prime,0.449,0.582,0
C117777,Metro,Self-employed,40400,Near-prime,0.757,0.116,0
C117778,Metro,Salaried,52700,Thin-file,0.706,0.161,0
C117779,Metro,Salaried,56300,Thin-file,0.728,0.367,0
C117780,Metro,Salaried,36700,Near-prime,0.578,0.295,0
C117781,Tier-3,Salaried,26500,Near-prime,0.903,0.05,0
C117782,Metro,Self-employed,105600,Subprime,0.611,0.476,0
C117783,Tier-3,Gig,37800,Thin-file,0.613,0.576,0
C117784,Tier-2,Self-employed,29100,Near-prime,0.665,0.46,0
C117785,Metro,Salaried,33500,Prime,0.552,0.359,0
C117786,Tier-2,Gig,11300,Prime,0.279,0.836,0
C117787,Metro,Self-employed,113600,Near-prime,0.54,0.635,0
C117788,Tier-3,Salaried,50600,Prime,0.98,0.05,0
C117789,Metro,Salaried,83400,Prime,0.738,0.352,0
C117790,Tier-3,Gig,15100,Thin-file,0.741,0.423,0
C117791,Metro,Self-employed,32700,Prime,0.439,0.69,0
C117792,Metro,Self-employed,28400,Prime,0.7,0.163,0
C117793,Metro,Gig,9000,Subprime,0.604,0.37,1
C117794,Tier-2,Self-employed,23300,Prime,0.447,0.572,0
C117795,Tier-2,Salaried,44100,Thin-file,0.536,0.496,0
C117796,Tier-3,Self-employed,32300,Thin-file,0.808,0.213,0
C117797,Tier-2,Salaried,28900,Thin-file,0.661,0.253,0
C117798,Metro,Salaried,63900,Prime,0.936,0.05,0
C117799,Tier-3,Self-employed,21300,Prime,0.525,0.453,0
C117800,Tier-2,Salaried,53900,Prime,0.915,0.151,0
C117801,Tier-3,Gig,27200,Thin-file,0.498,0.5,0
C117802,Tier-2,Salaried,55200,Thin-file,0.893,0.136,0
C117803,Tier-2,Salaried,39500,Prime,0.872,0.05,0
C117804,Metro,Self-employed,29800,Prime,0.81,0.308,0
C117805,Tier-3,Gig,11300,Near-prime,0.702,0.348,0
C117806,Metro,Salaried,17900,Prime,0.871,0.227,0
C117807,Tier-3,Gig,27200,Prime,0.48,0.491,0
C117808,Metro,Self-employed,20200,Prime,0.389,0.653,0
C117809,Tier-3,Salaried,30000,Subprime,0.758,0.303,1
C117810,Tier-3,Salaried,35200,Near-prime,0.745,0.269,1
C117811,Tier-3,Informal,9800,Subprime,0.648,0.398,0
C117812,Tier-2,Self-employed,32700,Prime,0.795,0.335,0
C117813,Tier-2,Salaried,44100,Near-prime,0.796,0.247,1
C117814,Tier-3,Salaried,28200,Near-prime,0.855,0.275,0
C117815,Tier-2,Self-employed,42500,Near-prime,0.852,0.265,0
C117816,Tier-2,Salaried,31300,Prime,0.687,0.203,0
C117817,Metro,Salaried,42000,Thin-file,0.814,0.34,0
C117818,Tier-2,Gig,15500,Prime,0.423,0.604,0
C117819,Tier-2,Gig,21800,Thin-file,0.616,0.503,0
C117820,Tier-2,Salaried,38300,Near-prime,0.715,0.351,0
C117821,Metro,Salaried,31400,Near-prime,0.55,0.417,0
C117822,Tier-2,Salaried,46300,Prime,0.937,0.05,0
C117823,Tier-3,Informal,9000,Thin-file,0.441,0.866,0
C117824,Tier-2,Self-employed,56200,Near-prime,0.803,0.167,0
C117825,Tier-3,Salaried,16900,Prime,0.943,0.068,0
C117826,Metro,Self-employed,68700,Thin-file,0.662,0.254,1
C117827,Tier-2,Self-employed,45700,Subprime,0.431,0.51,0
C117828,Tier-2,Salaried,60200,Subprime,0.836,0.19,0
C117829,Tier-2,Informal,11400,Near-prime,0.401,0.554,0
C117830,Tier-2,Salaried,34800,Prime,0.98,0.05,0
C117831,Metro,Self-employed,49100,Prime,0.696,0.33,0
C117832,Tier-2,Self-employed,41900,Prime,0.815,0.316,0
C117833,Metro,Self-employed,62800,Thin-file,0.657,0.422,0
C117834,Tier-2,Salaried,51200,Prime,0.966,0.05,0
C117835,Tier-3,Self-employed,35700,Near-prime,0.708,0.453,0
C117836,Metro,Gig,36000,Subprime,0.481,0.491,0
C117837,Tier-2,Gig,31500,Thin-file,0.676,0.2,0
C117838,Tier-2,Salaried,38500,Prime,0.58,0.482,0
C117839,Tier-2,Salaried,63900,Thin-file,0.976,0.05,1
C117840,Metro,Informal,22800,Thin-file,0.657,0.126,0
C117841,Tier-2,Gig,10800,Near-prime,0.596,0.404,0
C117842,Tier-3,Self-employed,50500,Subprime,0.556,0.589,1
C117843,Tier-2,Gig,28600,Thin-file,0.378,0.675,0
C117844,Tier-2,Salaried,35700,Prime,0.894,0.05,0
C117845,Tier-2,Informal,20000,Thin-file,0.533,0.563,0
C117846,Tier-3,Self-employed,56800,Subprime,0.369,0.736,0
C117847,Metro,Gig,30200,Thin-file,0.469,0.594,0
C117848,Metro,Self-employed,85300,Subprime,0.413,0.798,0
C117849,Tier-2,Gig,28600,Near-prime,0.513,0.666,0
C117850,Tier-2,Salaried,32400,Near-prime,0.709,0.411,0
C117851,Tier-2,Salaried,21200,Thin-file,0.786,0.147,0
C117852,Metro,Salaried,49600,Near-prime,0.641,0.449,0
C117853,Metro,Gig,52100,Subprime,0.697,0.351,0
C117854,Tier-2,Gig,17900,Subprime,0.301,0.706,0
C117855,Metro,Self-employed,50800,Near-prime,0.742,0.278,0
C117856,Tier-2,Salaried,76200,Prime,0.925,0.05,0
C117857,Tier-2,Self-employed,15600,Near-prime,0.453,0.613,0
C117858,Metro,Self-employed,51500,Near-prime,0.562,0.466,0
C117859,Tier-2,Self-employed,44300,Thin-file,0.628,0.245,0
C117860,Tier-3,Gig,22700,Thin-file,0.287,0.674,0
C117861,Tier-3,Salaried,14800,Prime,0.752,0.053,0
C117862,Metro,Self-employed,30600,Prime,0.429,0.731,0
C117863,Tier-2,Salaried,14900,Prime,0.754,0.503,0
C117864,Tier-3,Salaried,17600,Thin-file,0.699,0.359,0
C117865,Tier-2,Salaried,55800,Prime,0.805,0.247,0
C117866,Metro,Gig,24900,Subprime,0.469,0.446,1
C117867,Metro,Salaried,68800,Near-prime,0.823,0.307,0
C117868,Tier-2,Salaried,53900,Subprime,0.686,0.25,0
C117869,Tier-3,Self-employed,17400,Near-prime,0.18,0.793,0
C117870,Tier-3,Self-employed,31100,Prime,0.581,0.258,0
C117871,Tier-3,Gig,9500,Near-prime,0.33,0.721,1
C117872,Metro,Gig,32700,Prime,0.642,0.307,0
C117873,Tier-2,Self-employed,41800,Prime,0.458,0.374,0
C117874,Metro,Salaried,42900,Near-prime,0.915,0.05,0
C117875,Metro,Salaried,22300,Prime,0.854,0.373,0
C117876,Metro,Salaried,24400,Near-prime,0.799,0.336,0
C117877,Tier-3,Self-employed,90600,Thin-file,0.776,0.353,0
C117878,Metro,Salaried,62900,Near-prime,0.455,0.382,0
C117879,Tier-2,Gig,20400,Thin-file,0.503,0.566,0
C117880,Tier-2,Informal,29200,Subprime,0.443,0.661,0
C117881,Metro,Gig,56000,Subprime,0.462,0.671,0
C117882,Tier-2,Self-employed,59600,Prime,0.621,0.413,0
C117883,Metro,Gig,26400,Subprime,0.49,0.568,0
C117884,Tier-2,Salaried,32900,Subprime,0.598,0.474,0
C117885,Tier-2,Informal,27100,Near-prime,0.513,0.645,0
C117886,Tier-3,Salaried,28700,Near-prime,0.711,0.277,0
C117887,Tier-2,Gig,39700,Subprime,0.556,0.509,0
C117888,Tier-3,Salaried,33500,Thin-file,0.785,0.464,1
C117889,Tier-2,Self-employed,49400,Prime,0.744,0.322,0
C117890,Metro,Salaried,75900,Prime,0.98,0.062,1
C117891,Tier-2,Salaried,21300,Prime,0.552,0.685,0
C117892,Tier-3,Self-employed,30800,Near-prime,0.764,0.286,0
C117893,Metro,Salaried,79800,Prime,0.867,0.294,0
C117894,Metro,Salaried,33100,Prime,0.826,0.364,1
C117895,Tier-3,Gig,15100,Subprime,0.645,0.361,0
C117896,Tier-3,Salaried,54800,Prime,0.98,0.11,0
C117897,Metro,Self-employed,85600,Prime,0.543,0.498,0
C117898,Tier-3,Salaried,9000,Thin-file,0.98,0.05,0
C117899,Tier-2,Gig,39700,Subprime,0.354,0.586,0
C117900,Tier-2,Informal,9000,Thin-file,0.409,0.705,0
C117901,Tier-2,Self-employed,33600,Near-prime,0.702,0.41,0
C117902,Tier-3,Informal,9000,Thin-file,0.385,0.72,0
C117903,Metro,Self-employed,33600,Subprime,0.608,0.429,1
C117904,Tier-3,Self-employed,30200,Thin-file,0.693,0.253,0
C117905,Metro,Salaried,60400,Subprime,0.81,0.443,0
C117906,Tier-2,Informal,36100,Thin-file,0.676,0.288,0
C117907,Tier-2,Gig,12600,Subprime,0.7,0.389,0
C117908,Tier-2,Salaried,64200,Subprime,0.715,0.26,0
C117909,Tier-3,Salaried,28100,Prime,0.822,0.176,0
C117910,Tier-2,Salaried,34000,Prime,0.905,0.089,0
C117911,Tier-2,Salaried,82100,Prime,0.511,0.539,0
C117912,Metro,Salaried,69500,Subprime,0.809,0.286,0
C117913,Tier-3,Informal,9000,Near-prime,0.401,0.723,1
C117914,Tier-2,Gig,22400,Thin-file,0.514,0.383,1
C117915,Tier-2,Self-employed,24700,Near-prime,0.867,0.05,0
C117916,Tier-2,Salaried,31400,Subprime,0.892,0.107,0
C117917,Tier-2,Self-employed,32600,Near-prime,0.681,0.358,1
C117918,Tier-2,Informal,23400,Thin-file,0.358,0.608,0
C117919,Metro,Gig,16400,Thin-file,0.674,0.401,0
C117920,Metro,Gig,26100,Thin-file,0.377,0.655,0
C117921,Tier-3,Gig,16200,Thin-file,0.504,0.458,0
C117922,Tier-3,Self-employed,34300,Thin-file,0.675,0.457,0
C117923,Tier-2,Salaried,37300,Near-prime,0.817,0.274,0
